\dMH_Time	MH_DOY	MH_0.1_m	MH_0.3_m	MH_0.5_m	MH_1.0_m	MH_3.0_m	MH_5.0_m	MH_7_m	IH_Time	IH_DOY	IH_0.1_m	IH_0.3_m	IH_0.5_m	IH_1.0_m	IH_3.0_m	IH_5.0_m
288.7	288.7
288.7	288.7
288.8	288.8
288.8	288.8
288.9	288.9
289.0	289.0
289.0	289.0
289.1	289.1
289.1	289.1
289.2	289.2
289.2	289.2
289.3	289.3
289.3	289.3
289.4	289.4
289.4	289.4
289.5	289.5
289.5	289.5
289.6	289.6
289.6	289.6
289.7	289.7
289.7	289.7
289.8	289.8
289.8	289.8
289.9	289.9
289.9	289.9
290.0	290.0
290.0	290.0
290.1	290.1
290.1	290.1
290.2	290.2
290.3	290.3
290.3	290.3
290.4	290.4
290.4	290.4
290.5	290.5
290.5	290.5
290.6	290.6
290.6	290.6
290.7	290.7
290.7	290.7
290.8	290.8
290.8	290.8
290.9	290.9
290.9	290.9
291.0	291.0
291.0	291.0
291.1	291.1
291.1	291.1
291.2	291.2
291.2	291.2
291.3	291.3
291.3	291.3
291.4	291.4
291.5	291.5
291.5	291.5
291.6	291.6
291.6	291.6
291.7	291.7
291.7	291.7
291.8	291.8
291.8	291.8
291.9	291.9
291.9	291.9
292.0	292.0
292.0	292.0
292.1	292.1
292.1	292.1
292.2	292.2
292.2	292.2
292.3	292.3
292.3	292.3
292.4	292.4
292.4	292.4
292.5	292.5
292.5	292.5
292.6	292.6
292.6	292.6
292.7	292.7
292.8	292.8
292.8	292.8
292.9	292.9
292.9	292.9
293.0	293.0
293.0	293.0
293.1	293.1
293.1	293.1
293.2	293.2
293.2	293.2
293.3	293.3
293.3	293.3
293.4	293.4
293.4	293.4
293.5	293.5
293.5	293.5
293.6	293.6
293.6	293.6
293.7	293.7
293.7	293.7
293.8	293.8
293.8	293.8
293.9	293.9
294.0	294.0
294.0	294.0
294.1	294.1
294.1	294.1
294.2	294.2
294.2	294.2
294.3	294.3
294.3	294.3
294.4	294.4
294.4	294.4
294.5	294.5
294.5	294.5
294.6	294.6
294.6	294.6
294.7	294.7
294.7	294.7
294.8	294.8
294.8	294.8
294.9	294.9
294.9	294.9
295.0	295.0
295.0	295.0
295.1	295.1
295.1	295.1
295.2	295.2
295.3	295.3
295.3	295.3
295.4	295.4
295.4	295.4
295.5	295.5
295.5	295.5
295.6	295.6
295.6	295.6
295.7	295.7
295.7	295.7
295.8	295.8
295.8	295.8
295.9	295.9
295.9	295.9
296.0	296.0
296.0	296.0
296.1	296.1
296.1	296.1
296.2	296.2
296.2	296.2
296.3	296.3
296.3	296.3
296.4	296.4
296.5	296.5
296.5	296.5
296.6	296.6
296.6	296.6
296.7	296.7
296.7	296.7
296.8	296.8
296.8	296.8
296.9	296.9
296.9	296.9
297.0	297.0
297.0	297.0
297.1	297.1
297.1	297.1
297.2	297.2
297.2	297.2
297.3	297.3
297.3	297.3
297.4	297.4
297.4	297.4
297.5	297.5
297.5	297.5
297.6	297.6
297.6	297.6
297.7	297.7
297.8	297.8
297.8	297.8
297.9	297.9
297.9	297.9
298.0	298.0
298.0	298.0
298.1	298.1
298.1	298.1
298.2	298.2
298.2	298.2
298.3	298.3
298.3	298.3
298.4	298.4
298.4	298.4
298.5	298.5
298.5	298.5
298.6	298.6
298.6	298.6
298.7	298.7
298.7	298.7
298.8	298.8
298.8	298.8
298.9	298.9
299.0	299.0
299.0	299.0
299.1	299.1
299.1	299.1
299.2	299.2
299.2	299.2
299.3	299.3
299.3	299.3
299.4	299.4
299.4	299.4
299.5	299.5
299.5	299.5
299.6	299.6
299.6	299.6
299.7	299.7
299.7	299.7
299.8	299.8
299.8	299.8
299.9	299.9
299.9	299.9
300.0	300.0
300.0	300.0
300.1	300.1
300.1	300.1
300.2	300.2
300.3	300.3
300.3	300.3
300.4	300.4
300.4	300.4
300.5	300.5
300.5	300.5
300.6	300.6
300.6	300.6
300.7	300.7
300.7	300.7
300.8	300.8
300.8	300.8
300.9	300.9
300.9	300.9
301.0	301.0
301.0	301.0
301.1	301.1
301.1	301.1
301.2	301.2
301.2	301.2
301.3	301.3
301.3	301.3
301.4	301.4
301.5	301.5
301.5	301.5
301.6	301.6
301.6	301.6
301.7	301.7
301.7	301.7
301.8	301.8
301.8	301.8
301.9	301.9
301.9	301.9
302.0	302.0
302.0	302.0
302.1	302.1
302.1	302.1
302.2	302.2
302.2	302.2
302.3	302.3
302.3	302.3
302.4	302.4
302.4	302.4
302.5	302.5
302.5	302.5
302.6	302.6
302.6	302.6
302.7	302.7
302.8	302.8
302.8	302.8
302.9	302.9
302.9	302.9
303.0	303.0
303.0	303.0
303.1	303.1
303.1	303.1
303.2	303.2
303.2	303.2
303.3	303.3
303.3	303.3
303.4	303.4
303.4	303.4
303.5	303.5
303.5	303.5
303.6	303.6
303.6	303.6
303.7	303.7
303.7	303.7
303.8	303.8
303.8	303.8
303.9	303.9
304.0	304.0
304.0	304.0
304.1	304.1
304.1	304.1
304.2	304.2
304.2	304.2
304.3	304.3
304.3	304.3
304.4	304.4
304.4	304.4
304.5	304.5
304.5	304.5
304.6	304.6
304.6	304.6
304.7	304.7
304.7	304.7
304.8	304.8
304.8	304.8
304.9	304.9
304.9	304.9
305.0	305.0
305.0	305.0
305.1	305.1
305.1	305.1
305.2	305.2
305.3	305.3
305.3	305.3
305.4	305.4
305.4	305.4
305.5	305.5
305.5	305.5
305.6	305.6
305.6	305.6
305.7	305.7
305.7	305.7
305.8	305.8
305.8	305.8
305.9	305.9
305.9	305.9
306.0	306.0
306.0	306.0
306.1	306.1
306.1	306.1
306.2	306.2
306.2	306.2
306.3	306.3
306.3	306.3
306.4	306.4
306.5	306.5
306.5	306.5
306.6	306.6
306.6	306.6
306.7	306.7
306.7	306.7
306.8	306.8
306.8	306.8
306.9	306.9
306.9	306.9
307.0	307.0
307.0	307.0
307.1	307.1
307.1	307.1
307.2	307.2
307.2	307.2
307.3	307.3
307.3	307.3
307.4	307.4
307.4	307.4
307.5	307.5
307.5	307.5
307.6	307.6
307.6	307.6
307.7	307.7
307.8	307.8
307.8	307.8
307.9	307.9
307.9	307.9
308.0	308.0
308.0	308.0
308.1	308.1
308.1	308.1
308.2	308.2
308.2	308.2
308.3	308.3
308.3	308.3
308.4	308.4
308.4	308.4
308.5	308.5
308.5	308.5
308.6	308.6
308.6	308.6
308.7	308.7
308.7	308.7
308.8	308.8
308.8	308.8
308.9	308.9
309.0	309.0
309.0	309.0
309.1	309.1
309.1	309.1
309.2	309.2
309.2	309.2
309.3	309.3
309.3	309.3
309.4	309.4
309.4	309.4
309.5	309.5
309.5	309.5
309.6	309.6
309.6	309.6
309.7	309.7
309.7	309.7
309.8	309.8
309.8	309.8
309.9	309.9
309.9	309.9
310.0	310.0
310.0	310.0
310.1	310.1
310.1	310.1
310.2	310.2
310.3	310.3
310.3	310.3
310.4	310.4
310.4	310.4
310.5	310.5
310.5	310.5
310.6	310.6
310.6	310.6
310.7	310.7
310.7	310.7
310.8	310.8
310.8	310.8
310.9	310.9
310.9	310.9
311.0	311.0
311.0	311.0
311.1	311.1
311.1	311.1
311.2	311.2
311.2	311.2
311.3	311.3
311.3	311.3
311.4	311.4
311.5	311.5
311.5	311.5
311.6	311.6
311.6	311.6
311.7	311.7
311.7	311.7
311.8	311.8
311.8	311.8
311.9	311.9
311.9	311.9
312.0	312.0
312.0	312.0
312.1	312.1
312.1	312.1
312.2	312.2
312.2	312.2
312.3	312.3
312.3	312.3
312.4	312.4
312.4	312.4
312.5	312.5
312.5	312.5
312.6	312.6
312.6	312.6
312.7	312.7
312.8	312.8
312.8	312.8
312.9	312.9
312.9	312.9
313.0	313.0
313.0	313.0
313.1	313.1
313.1	313.1
313.2	313.2
313.2	313.2
313.3	313.3
313.3	313.3
313.4	313.4
313.4	313.4
313.5	313.5
313.5	313.5
313.6	313.6
313.6	313.6
313.7	313.7
313.7	313.7
313.8	313.8
313.8	313.8
313.9	313.9
314.0	314.0
314.0	314.0
314.1	314.1
314.1	314.1
